geo_code1,geo_code2,car,foot,public,other,bike,all
52,21,468,439,0,0,0,907
52,22,61,0,76,0,0,137
52,23,0,0,208,0,0,208
52,24,240,0,92,0,0,332
52,27,162,0,0,152,0,314
52,28,0,0,371,0,0,371
52,29,0,0,325,0,0,325
52,31,0,0,325,0,0,325
52,32,0,0,387,0,0,387
52,34,0,0,42,0,0,42
52,43,0,0,63,0,0,63
52,45,115,0,0,0,0,115
52,49,0,627,361,181,0,1169
52,50,176,286,38,0,0,500
52,51,653,709,0,0,0,1362
52,52,61,2227,0,0,0,2288
52,53,115,1460,105,118,0,1798
52,54,59,0,66,0,0,125
52,55,552,0,0,0,0,552
52,56,635,148,228,0,0,1011
52,57,276,61,569,0,0,906
52,58,0,306,229,0,0,535
52,61,0,0,567,0,0,567
52,62,0,0,27,0,0,27
52,64,0,0,131,0,0,131
52,65,0,0,121,0,0,121
52,68,42,0,0,0,0,42
52,69,185,0,0,0,0,185
52,74,62,0,387,0,0,449
52,75,0,0,112,0,0,112
52,77,220,0,140,0,0,360
52,79,61,0,251,0,0,312
52,80,0,0,0,180,0,180
52,81,98,0,61,0,0,159
52,83,0,0,61,0,0,61
52,87,0,0,160,0,0,160
52,91,0,0,89,0,0,89
52,92,0,0,42,0,0,42
52,94,0,0,62,0,0,62
52,95,0,0,150,75,0,225
52,99,0,0,34,0,0,34
52,107,0,0,313,0,0,313
52,237,0,0,26,0,0,26
52,239,148,0,0,0,0,148
52,240,42,206,0,0,0,248
52,241,185,0,0,0,0,185
53,1,0,0,136,0,0,136
53,2,0,0,58,0,0,58
53,4,0,0,233,0,0,233
53,5,0,0,519,267,0,786
53,6,0,0,58,0,0,58
53,10,0,0,11,0,0,11
53,17,0,0,20,0,0,20
53,19,0,0,170,79,0,249
53,21,0,0,261,0,0,261
53,22,0,0,274,0,0,274
53,23,0,0,56,0,0,56
53,24,0,0,292,0,0,292
53,26,0,0,201,0,0,201
53,27,93,0,259,45,0,397
53,28,429,0,41,0,0,470
53,29,0,0,564,58,0,622
53,31,128,0,88,0,0,216
53,32,339,0,21,0,0,360
53,40,0,0,9,0,0,9
53,43,0,0,146,0,0,146
53,49,121,121,200,269,0,711
53,50,0,17,62,0,0,79
53,51,162,0,344,0,0,506
53,52,115,1145,45,118,0,1423
53,53,931,4073,0,0,0,5004
53,54,566,1742,175,26,0,2509
53,55,1184,1051,72,601,0,2908
53,56,428,594,681,0,0,1703
53,57,45,0,282,0,0,327
53,58,306,1133,205,416,0,2060
53,59,665,0,1385,158,0,2208
53,60,284,0,0,0,0,284
53,61,1167,175,0,277,0,1619
53,62,111,58,0,0,0,169
53,63,263,0,71,74,0,408
53,64,255,0,63,0,0,318
53,65,116,0,0,0,0,116
53,66,451,0,0,0,0,451
53,67,0,0,55,0,0,55
53,68,121,0,519,109,0,749
53,69,0,0,101,0,0,101
53,74,0,0,201,0,168,369
53,75,0,0,118,35,0,153
53,76,93,38,77,0,0,208
53,77,58,0,0,0,0,58
53,78,0,0,72,0,0,72
53,79,41,0,111,0,0,152
53,80,44,0,533,0,0,577
53,82,0,0,58,53,0,111
53,84,0,0,89,0,0,89
53,87,33,0,0,0,0,33
53,88,0,0,254,0,0,254
53,97,0,0,35,0,0,35
53,104,21,0,0,0,0,21
53,106,0,0,219,0,0,219
53,107,0,0,58,0,0,58
53,237,201,0,70,58,0,329
53,239,304,39,406,0,0,749
53,240,159,0,86,0,0,245
53,241,53,0,0,0,0,53
53,250,179,0,975,0,0,1154
53,251,200,0,85,359,0,644
53,254,248,0,107,0,0,355
54,1,0,0,149,52,0,201
54,2,0,0,89,0,0,89
54,3,0,0,37,0,0,37
54,5,0,0,37,0,0,37
54,6,0,0,125,0,0,125
54,9,37,0,0,0,0,37
54,11,0,0,0,11,0,11
54,16,0,0,74,0,0,74
54,17,0,0,0,0,35,35
54,19,37,0,15,0,0,52
54,21,240,0,0,0,0,240
54,22,0,0,36,0,0,36
54,23,0,0,246,56,0,302
54,24,14,0,526,0,0,540
54,25,0,0,14,0,0,14
54,26,37,0,125,0,0,162
54,27,41,0,992,0,0,1033
54,28,26,46,64,0,0,136
54,29,0,0,195,0,0,195
54,30,0,0,44,26,0,70
54,31,0,0,28,0,0,28
54,34,0,0,59,14,0,73
54,35,0,0,723,0,0,723
54,36,262,0,132,0,0,394
54,37,18,0,0,0,0,18
54,38,0,0,38,0,0,38
54,39,0,0,87,0,0,87
54,43,171,0,0,0,0,171
54,44,0,0,152,0,0,152
54,49,267,0,35,124,0,426
54,50,74,0,0,0,0,74
54,51,184,130,210,0,0,524
54,52,61,0,132,0,0,193
54,53,1050,1137,220,201,0,2608
54,54,603,13222,436,74,0,14335
54,55,731,1131,0,37,0,1899
54,56,376,981,469,74,0,1900
54,57,0,0,101,0,0,101
54,58,37,849,524,0,0,1410
54,59,37,37,2334,0,0,2408
54,60,1187,0,284,284,0,1755
54,61,632,1724,69,415,0,2840
54,62,126,196,29,112,0,463
54,63,137,739,83,59,0,1018
54,64,300,0,261,308,0,869
54,65,116,0,374,0,0,490
54,66,52,0,105,0,0,157
54,67,66,0,60,161,0,287
54,68,74,0,276,0,0,350
54,69,110,0,87,211,0,408
54,70,118,0,37,78,0,233
54,74,0,0,85,0,0,85
54,75,0,0,153,0,0,153
54,76,114,0,0,38,0,152
54,77,14,0,177,0,0,191
54,78,88,0,173,0,0,261
54,79,313,0,0,14,0,327
54,80,37,0,0,0,0,37
54,81,56,0,97,56,0,209
54,82,37,0,0,0,0,37
54,83,37,0,117,0,0,154
54,85,0,0,35,0,0,35
54,87,0,0,142,0,0,142
54,88,391,0,0,0,0,391
54,90,14,0,0,0,0,14
54,91,0,0,0,37,0,37
54,92,0,0,18,0,0,18
54,93,40,0,14,0,0,54
54,94,0,0,35,0,0,35
54,95,37,0,75,0,0,112
54,96,0,0,59,66,0,125
54,97,35,0,0,0,0,35
54,100,294,0,37,0,0,331
54,101,37,0,0,0,0,37
54,102,0,0,97,0,0,97
54,103,10,0,18,0,0,28
54,105,50,0,242,0,0,292
54,107,37,0,0,0,0,37
54,236,112,0,122,0,0,234
54,237,51,0,51,0,0,102
54,238,172,0,0,0,0,172
54,239,146,0,157,0,0,303
54,240,37,0,0,0,0,37
54,250,23,0,118,396,0,537
54,251,0,0,618,0,0,618
54,252,11,0,137,0,0,148
54,254,14,0,0,0,0,14
55,3,0,0,168,0,0,168
55,4,0,0,0,72,0,72
55,5,0,0,72,0,0,72
55,6,0,0,168,0,0,168
55,9,0,0,168,0,0,168
55,11,0,0,45,0,0,45
55,19,161,0,0,712,0,873
55,21,690,111,0,949,0,1750
55,24,128,0,0,72,0,200
55,26,0,0,102,0,0,102
55,27,60,0,263,0,256,579
55,28,0,0,201,0,0,201
55,29,0,0,434,0,0,434
55,30,117,0,0,72,0,189
55,31,168,0,396,0,0,564
55,32,261,0,53,0,0,314
55,33,22,0,0,0,0,22
55,35,56,0,0,0,0,56
55,37,0,0,186,0,0,186
55,43,168,0,0,0,0,168
55,44,56,0,217,0,0,273
55,49,0,146,48,212,0,406
55,50,0,0,32,0,0,32
55,51,208,366,84,104,0,762
55,52,552,185,0,0,0,737
55,53,1137,1051,72,0,0,2260
55,54,673,1369,0,37,0,2079
55,55,0,957,0,0,0,957
55,56,1375,1158,239,36,0,2808
55,57,497,297,230,240,0,1264
55,58,336,0,387,0,0,723
55,59,422,0,561,138,0,1121
55,60,936,0,0,190,0,1126
55,61,761,498,0,72,0,1331
55,62,53,307,183,0,0,543
55,63,57,0,0,0,0,57
55,64,0,0,438,120,0,558
55,65,11,0,0,0,0,11
55,66,0,0,80,0,0,80
55,67,251,0,0,0,0,251
55,68,168,0,311,0,0,479
55,69,75,0,214,0,0,289
55,70,211,0,0,0,0,211
55,75,0,0,0,35,0,35
55,77,0,0,238,0,0,238
55,78,480,0,61,0,0,541
55,79,0,0,72,0,0,72
55,80,0,0,541,0,64,605
55,81,0,0,0,46,0,46
55,82,0,0,541,0,0,541
55,83,0,0,196,0,0,196
55,84,98,0,0,0,0,98
55,85,0,0,0,20,0,20
55,86,20,0,0,0,0,20
55,87,0,0,436,0,0,436
55,88,0,0,125,0,0,125
55,91,0,0,192,0,0,192
55,93,0,0,28,0,0,28
55,94,168,0,35,0,0,203
55,95,102,0,0,0,0,102
55,96,66,0,0,0,0,66
55,100,126,0,126,0,0,252
55,102,49,0,128,0,0,177
55,104,21,0,0,0,0,21
55,237,0,0,217,0,0,217
55,239,0,0,514,0,0,514
55,250,87,0,0,0,0,87
55,254,0,0,0,1312,0,1312
56,1,0,0,148,0,0,148
56,2,0,381,0,0,0,381
56,4,0,0,0,453,0,453
56,5,1250,0,148,107,0,1505
56,6,0,0,542,0,0,542
56,7,0,0,440,0,0,440
56,9,92,0,107,0,0,199
56,14,296,0,0,0,0,296
56,17,0,0,107,0,0,107
56,18,169,0,0,167,0,336
56,19,38,226,0,128,0,392
56,20,0,0,154,0,0,154
56,21,420,121,0,0,0,541
56,22,690,402,0,63,0,1155
56,23,63,0,199,0,0,262
56,24,0,0,60,0,0,60
56,26,0,0,161,0,0,161
56,27,254,0,82,676,0,1012
56,28,64,0,293,0,0,357
56,29,83,0,461,0,0,544
56,30,272,0,0,0,0,272
56,31,119,0,572,0,0,691
56,32,76,0,338,0,0,414
56,33,0,0,17,6,0,23
56,34,68,0,57,0,0,125
56,36,0,0,398,0,0,398
56,37,18,0,0,0,0,18
56,43,83,0,0,0,0,83
56,45,148,0,240,0,0,388
56,48,0,0,0,0,359,359
56,49,650,1817,35,99,0,2601
56,50,221,0,0,99,0,320
56,51,277,493,0,248,0,1018
56,52,521,0,228,268,0,1017
56,53,536,594,652,0,0,1782
56,54,89,1049,435,74,0,1647
56,55,689,1319,161,596,0,2765
56,56,1889,8464,0,0,0,10353
56,57,441,2691,212,2358,0,5702
56,58,0,408,454,381,0,1243
56,59,0,0,413,107,0,520
56,60,0,0,338,0,0,338
56,61,528,152,31,0,0,711
56,62,238,674,0,0,0,912
56,63,51,0,6,107,0,164
56,64,268,0,131,0,0,399
56,66,116,0,0,0,0,116
56,68,255,0,90,0,0,345
56,69,0,0,38,0,0,38
56,70,84,0,0,0,0,84
56,74,0,0,496,0,0,496
56,75,56,0,38,276,81,451
56,76,283,104,161,143,0,691
56,77,0,0,38,0,215,253
56,79,0,0,123,0,0,123
56,80,0,0,178,0,0,178
56,82,83,0,89,148,0,320
56,83,0,0,231,0,0,231
56,84,0,0,51,0,0,51
56,86,0,0,45,32,0,77
56,88,0,0,101,0,0,101
56,89,48,0,0,0,0,48
56,91,35,0,173,0,0,208
56,92,0,0,148,0,0,148
56,93,381,0,0,0,0,381
56,94,35,0,0,0,0,35
56,95,0,0,0,75,0,75
56,100,0,0,126,0,0,126
56,102,0,0,83,0,0,83
56,103,10,0,10,0,0,20
56,104,0,0,53,0,0,53
56,107,0,0,99,0,0,99
56,237,111,0,0,0,0,111
56,238,0,0,78,0,0,78
56,239,0,0,536,0,0,536
56,240,761,0,0,0,0,761
56,241,61,0,0,0,0,61
56,251,200,0,200,0,0,400
57,1,0,0,425,0,0,425
57,2,0,0,171,0,0,171
57,3,165,0,199,240,0,604
57,4,0,0,248,447,0,695
57,5,173,0,521,155,0,849
57,7,155,0,0,0,0,155
57,9,0,0,30,0,0,30
57,14,0,0,37,0,0,37
57,16,0,0,126,0,0,126
57,19,0,0,130,0,0,130
57,20,254,0,1037,0,0,1291
57,21,119,0,0,0,0,119
57,22,1018,197,0,0,0,1215
57,23,0,29,0,155,0,184
57,24,183,0,0,88,76,347
57,25,0,481,717,0,0,1198
57,26,493,340,89,0,0,922
57,27,641,3005,0,183,0,3829
57,28,26,1470,210,697,0,2403
57,29,138,0,419,0,0,557
57,30,64,0,119,64,0,247
57,31,594,0,823,0,0,1417
57,32,91,213,98,0,0,402
57,34,0,0,0,39,0,39
57,35,120,0,75,0,0,195
57,36,510,0,619,0,0,1129
57,37,0,0,0,0,225,225
57,38,0,0,62,0,0,62
57,40,0,0,46,0,0,46
57,43,0,0,355,0,0,355
57,44,0,0,0,72,0,72
57,45,75,0,156,0,0,231
57,48,0,0,157,0,0,157
57,49,904,608,0,80,0,1592
57,51,75,0,318,0,0,393
57,52,276,61,435,0,0,772
57,53,45,0,75,0,0,120
57,54,0,0,0,44,0,44
57,55,794,75,183,168,256,1476
57,56,441,2620,212,1977,0,5250
57,57,3830,14799,338,530,0,19497
57,58,0,63,324,0,0,387
57,59,41,0,313,0,0,354
57,60,0,0,102,205,0,307
57,61,0,0,852,309,0,1161
57,62,762,1280,169,0,78,2289
57,63,11,0,0,0,0,11
57,65,347,0,126,282,0,755
57,66,58,0,143,0,0,201
57,68,479,0,63,0,0,542
57,69,348,0,87,0,0,435
57,74,872,1628,215,239,284,3238
57,75,615,952,38,112,0,1717
57,76,410,644,0,0,0,1054
57,77,497,0,0,0,0,497
57,78,50,102,182,248,0,582
57,79,330,387,505,193,0,1415
57,80,0,0,263,0,0,263
57,81,201,0,63,62,0,326
57,82,230,0,218,0,0,448
57,83,0,0,96,0,0,96
57,84,90,0,284,311,74,759
57,85,0,0,17,0,0,17
57,86,0,0,45,0,0,45
57,87,0,0,256,97,0,353
57,88,276,0,0,253,0,529
57,89,96,0,0,0,0,96
57,91,0,0,156,0,0,156
57,93,155,0,0,0,0,155
57,95,102,0,0,0,0,102
57,96,155,0,155,0,0,310
57,99,58,0,96,0,0,154
57,103,10,0,0,0,0,10
57,104,0,0,9,0,0,9
57,107,0,0,293,99,0,392
57,108,0,0,56,0,0,56
57,236,0,0,155,0,0,155
57,237,0,0,51,0,0,51
57,238,0,0,270,213,0,483
57,239,110,0,61,0,0,171
57,240,621,0,131,0,0,752
57,241,53,0,227,0,0,280
57,250,0,0,359,0,0,359
57,251,400,0,0,0,0,400
57,252,62,0,0,0,0,62
57,254,0,0,155,0,0,155
58,1,0,0,500,0,0,500
58,2,100,0,615,0,0,715
58,3,0,0,200,0,0,200
58,4,0,0,455,0,0,455
58,5,0,0,100,0,0,100
58,7,37,0,0,0,0,37
58,9,0,0,92,0,0,92
58,18,100,0,0,0,0,100
58,19,674,0,0,100,0,774
58,21,100,0,0,0,0,100
58,22,77,0,178,0,0,255
58,23,309,0,0,0,0,309
58,24,0,0,97,0,0,97
58,25,0,0,379,0,0,379
58,26,0,0,127,0,0,127
58,27,0,0,46,0,0,46
58,28,22,0,53,0,0,75
58,29,100,0,0,0,0,100
58,30,0,0,100,0,0,100
58,31,0,0,100,0,0,100
58,33,15,0,0,0,0,15
58,36,0,0,100,0,0,100
58,41,0,0,63,0,0,63
58,43,0,0,297,0,0,297
58,44,0,0,671,0,0,671
58,47,97,0,0,0,0,97
58,49,50,0,226,108,0,384
58,51,352,0,201,0,0,553
58,52,0,306,229,0,0,535
58,53,306,1080,205,416,0,2007
58,54,0,945,524,0,0,1469
58,55,336,0,249,0,0,585
58,56,0,556,612,381,0,1549
58,57,127,63,197,0,0,387
58,58,800,5769,0,0,0,6569
58,59,885,1545,1226,0,0,3656
58,60,200,97,701,468,0,1466
58,61,664,1989,1032,590,0,4275
58,62,197,0,29,0,0,226
58,63,0,0,19,0,0,19
58,64,240,0,0,100,0,340
58,65,116,0,0,0,0,116
58,66,100,0,0,0,0,100
58,68,97,0,127,0,0,224
58,70,184,0,0,0,0,184
58,74,100,0,695,0,0,795
58,75,126,0,0,0,0,126
58,77,0,0,331,0,0,331
58,78,10,0,88,0,0,98
58,79,0,0,406,0,0,406
58,80,0,0,100,0,0,100
58,82,127,0,200,0,0,327
58,84,0,0,306,0,0,306
58,86,18,0,0,0,0,18
58,90,0,0,100,0,0,100
58,94,100,0,0,0,0,100
58,96,0,0,284,0,0,284
58,101,508,0,0,0,0,508
58,104,0,0,21,0,0,21
58,106,93,0,0,0,0,93
58,238,100,0,0,0,0,100
58,239,41,0,0,0,0,41
58,240,97,0,0,0,0,97
58,241,0,0,109,0,0,109
58,250,658,783,0,0,145,1586
58,252,247,200,331,0,0,778
59,1,0,0,317,393,0,710
59,2,267,0,1213,0,0,1480
59,3,0,0,789,0,0,789
59,5,0,0,257,0,0,257
59,7,234,0,1158,0,0,1392
59,9,0,0,1213,0,0,1213
59,19,146,0,0,0,0,146
59,20,0,0,0,151,0,151
59,21,551,0,0,0,0,551
59,22,0,0,882,0,0,882
59,23,0,0,1173,0,0,1173
59,24,0,0,523,0,0,523
59,27,165,0,0,46,0,211
59,28,0,0,419,0,0,419
59,29,0,0,660,0,0,660
59,30,0,0,105,0,0,105
59,31,0,0,936,0,0,936
59,32,0,0,647,0,0,647
59,36,0,0,607,0,0,607
59,43,0,0,393,0,0,393
59,45,0,0,607,0,0,607
59,48,0,0,904,0,0,904
59,49,0,0,1361,0,0,1361
59,50,0,0,134,0,0,134
59,51,208,0,0,0,0,208
59,53,58,0,2060,158,0,2276
59,54,37,37,927,0,0,1001
59,55,422,0,729,0,0,1151
59,56,0,0,255,107,0,362
59,57,0,0,313,0,0,313
59,58,885,1241,1265,0,0,3391
59,59,3207,38992,313,2186,0,44698
59,60,4092,2750,969,788,823,9422
59,61,1078,3343,188,544,0,5153
59,63,11,0,0,0,0,11
59,64,402,0,0,0,570,972
59,66,533,0,0,0,0,533
59,68,710,0,0,0,0,710
59,70,0,0,88,0,0,88
59,77,0,0,886,0,0,886
59,78,0,0,710,0,0,710
59,79,41,0,775,0,0,816
59,82,0,0,607,0,0,607
59,83,0,0,1597,0,0,1597
59,84,24,0,0,0,0,24
59,85,0,0,267,0,0,267
59,87,0,0,1606,0,0,1606
59,88,0,0,301,0,0,301
59,89,127,0,0,57,0,184
59,93,0,0,588,0,0,588
59,94,0,0,98,0,0,98
59,97,245,0,0,0,0,245
59,102,0,0,49,0,0,49
59,104,0,0,21,0,0,21
59,105,0,0,440,0,0,440
59,237,306,0,0,0,0,306
59,238,298,0,347,0,0,645
59,239,0,0,245,0,0,245
59,240,0,0,64,0,0,64
59,241,0,0,26,0,0,26
59,250,592,771,0,854,0,2217
59,251,0,0,950,291,0,1241
59,252,237,0,743,0,0,980
59,254,0,0,248,0,0,248
60,1,0,0,977,0,0,977
60,2,0,0,386,0,0,386
60,4,214,0,0,0,0,214
60,5,640,0,0,69,0,709
60,7,0,0,102,0,0,102
60,17,0,0,20,0,0,20
60,20,323,0,0,0,0,323
60,21,0,0,83,0,0,83
60,22,69,0,0,0,0,69
60,24,265,0,379,0,0,644
60,25,0,0,201,370,0,571
60,27,102,0,0,0,0,102
60,28,102,0,26,0,0,128
60,29,240,0,190,0,0,430
60,31,0,0,284,0,0,284
60,32,0,0,21,327,0,348
60,35,0,0,801,0,0,801
60,40,102,0,0,0,0,102
60,43,0,0,696,102,0,798
60,44,0,0,102,0,0,102
60,45,69,0,0,0,0,69
60,49,0,0,173,0,0,173
60,51,252,0,0,0,0,252
60,53,284,0,0,0,0,284
60,54,670,0,592,102,0,1364
60,55,833,0,190,0,0,1023
60,56,381,0,190,0,0,571
60,57,0,0,102,205,0,307
60,58,300,97,565,100,0,1062
60,59,5085,2750,660,788,823,10106
60,60,6928,4421,862,410,0,12621
60,61,1269,933,59,0,0,2261
60,62,194,0,0,0,0,194
60,63,23,0,0,0,0,23
60,64,1116,547,103,0,0,1766
60,65,340,0,0,118,0,458
60,66,788,102,309,0,0,1199
60,67,137,0,0,0,0,137
60,68,0,0,0,75,0,75
60,69,0,0,129,0,0,129
60,70,0,0,91,0,0,91
60,74,0,0,472,0,0,472
60,75,205,0,0,0,0,205
60,78,69,0,0,0,0,69
60,79,41,0,284,0,0,325
60,81,0,0,0,102,148,250
60,82,205,0,0,0,0,205
60,87,67,0,0,0,0,67
60,88,0,0,414,138,0,552
60,94,0,0,0,102,0,102
60,100,0,0,102,0,0,102
60,102,102,0,0,0,0,102
60,105,50,0,0,0,0,50
60,236,102,0,0,0,0,102
60,238,270,0,0,0,0,270
60,239,0,0,67,0,0,67
60,240,0,0,221,0,0,221
60,241,118,0,0,0,0,118
60,250,102,0,0,0,0,102
60,251,316,0,0,0,0,316
61,1,415,0,586,0,0,1001
61,3,724,0,0,0,0,724
61,5,72,0,1429,0,0,1501
61,6,204,0,966,0,0,1170
61,7,0,0,312,0,0,312
61,11,0,0,22,0,0,22
61,19,0,0,552,0,0,552
61,21,165,0,0,321,0,486
61,22,0,67,96,0,0,163
61,24,181,0,827,0,0,1008
61,27,282,0,581,0,0,863
61,29,59,0,412,0,0,471
61,31,0,0,415,0,0,415
61,32,0,0,152,0,0,152
61,33,15,0,0,0,0,15
61,36,804,0,204,0,0,1008
61,41,0,0,121,0,0,121
61,45,0,0,83,0,0,83
61,49,0,0,345,0,0,345
61,50,300,0,0,0,0,300
61,51,274,0,0,0,0,274
61,52,0,0,415,0,0,415
61,53,1194,175,0,277,0,1646
61,54,952,1953,69,415,0,3389
61,55,0,485,138,72,0,695
61,56,1142,152,0,0,0,1294
61,57,0,0,975,309,0,1284
61,58,917,2293,1349,590,0,5149
61,59,1263,3161,188,544,0,5156
61,60,854,933,0,0,0,1787
61,61,0,8196,0,0,0,8196
61,62,217,0,0,0,0,217
61,63,11,0,0,0,0,11
61,64,1141,0,488,120,0,1749
61,65,116,0,121,0,0,237
61,66,619,0,0,0,0,619
61,68,304,0,0,30,0,334
61,74,513,0,562,0,0,1075
61,76,38,0,42,0,0,80
61,77,204,0,0,0,0,204
61,78,0,0,88,0,0,88
61,79,0,0,246,0,298,544
61,80,88,0,0,0,0,88
61,82,1219,0,33,0,0,1252
61,83,69,0,0,0,0,69
61,87,33,0,100,0,0,133
61,88,0,0,0,253,0,253
61,90,123,0,123,0,0,246
61,93,466,0,0,0,0,466
61,97,98,0,0,0,0,98
61,102,56,0,0,0,0,56
61,105,50,0,0,0,0,50
61,237,490,0,51,51,0,592
61,238,898,0,0,0,0,898
61,250,254,0,240,254,0,748
61,254,109,0,0,0,0,109
62,1,49,0,56,0,0,105
62,2,26,0,0,0,0,26
62,3,0,0,27,0,0,27
62,5,81,0,29,0,0,110
62,7,26,0,29,0,0,55
62,17,0,0,26,0,0,26
62,20,0,0,0,254,0,254
62,21,27,0,0,0,0,27
62,24,0,0,241,26,0,267
62,25,0,0,0,26,0,26
62,26,27,0,0,0,0,27
62,27,283,381,169,0,0,833
62,28,0,0,41,0,0,41
62,29,0,0,29,53,0,82
62,30,91,0,27,0,0,118
62,32,112,77,0,26,0,215
62,34,0,0,32,0,56,88
62,35,1623,0,292,0,0,1915
62,36,1054,0,0,0,0,1054
62,37,65,0,0,0,0,65
62,38,18,0,0,0,0,18
62,40,27,0,0,0,0,27
62,44,0,0,174,0,0,174
62,45,27,0,0,0,0,27
62,47,0,0,352,0,0,352
62,49,258,53,0,0,0,311
62,50,74,0,80,0,0,154
62,51,89,0,0,0,0,89
62,52,0,0,27,0,0,27
62,53,111,0,63,0,0,174
62,54,257,0,29,112,0,398
62,55,53,334,366,0,0,753
62,56,107,674,0,0,0,781
62,57,893,1333,0,0,78,2304
62,58,97,0,29,0,0,126
62,60,294,0,0,0,0,294
62,61,217,0,0,0,0,217
62,62,714,2078,0,0,0,2792
62,63,0,11,0,0,0,11
62,64,53,0,0,162,0,215
62,65,0,0,0,109,0,109
62,66,53,0,506,0,0,559
62,67,80,80,0,80,0,240
62,68,0,0,0,197,0,197
62,69,213,80,361,0,39,693
62,70,209,0,0,0,0,209
62,74,223,98,55,26,0,402
62,75,236,328,29,0,164,757
62,76,150,296,29,0,81,556
62,77,27,0,0,27,0,54
62,78,102,75,0,72,0,249
62,79,231,41,0,266,0,538
62,81,27,0,47,0,0,74
62,82,31,0,53,0,0,84
62,83,64,0,56,0,0,120
62,84,77,0,0,0,0,77
62,85,11,0,17,0,0,28
62,87,67,0,24,0,0,91
62,92,527,0,27,27,0,581
62,94,0,0,27,0,0,27
62,97,26,0,0,0,0,26
62,100,11,0,0,0,0,11
62,102,49,0,0,0,0,49
62,103,11,0,0,0,0,11
62,105,0,0,85,0,0,85
62,107,26,0,0,0,0,26
62,236,41,0,0,0,0,41
62,238,151,0,0,0,0,151
62,239,27,0,0,0,0,27
62,241,0,0,58,0,0,58
62,254,0,0,26,27,0,53
63,1,0,0,11,0,0,11
63,5,62,0,176,0,0,238
63,10,0,0,8,0,0,8
63,12,0,0,19,6,0,25
63,23,11,0,0,0,0,11
63,27,40,0,232,6,0,278
63,28,0,0,12,0,0,12
63,29,35,0,13,0,0,48
63,30,483,0,0,0,0,483
63,31,23,0,0,32,0,55
63,32,23,0,43,11,0,77
63,35,0,0,376,0,0,376
63,38,0,0,32,0,0,32
63,44,11,0,0,0,0,11
63,47,11,0,0,0,0,11
63,49,85,0,54,0,0,139
63,53,263,0,113,74,0,450
63,54,131,832,1061,23,0,2047
63,55,57,0,0,0,0,57
63,56,51,0,6,107,0,164
63,57,11,0,0,0,0,11
63,58,0,0,19,0,0,19
63,59,11,0,0,0,0,11
63,60,11,0,0,0,0,11
63,61,11,0,0,59,0,70
63,62,169,11,0,0,0,180
63,63,92,295,0,0,0,387
63,64,669,164,6,234,0,1073
63,65,334,109,0,23,101,567
63,66,102,656,59,11,0,828
63,67,34,216,0,0,0,250
63,68,127,0,132,0,33,292
63,69,187,0,0,24,0,211
63,70,179,0,12,0,0,191
63,75,23,0,0,0,0,23
63,77,26,0,518,0,0,544
63,79,23,0,0,0,0,23
63,80,11,0,196,0,0,207
63,81,50,0,0,0,0,50
63,82,11,0,0,0,0,11
63,83,73,0,0,0,0,73
63,84,0,0,13,12,0,25
63,86,64,0,0,0,0,64
63,87,6,0,0,0,0,6
63,91,0,0,0,10,0,10
63,92,0,0,4,0,0,4
63,93,23,0,0,0,0,23
63,94,73,0,0,0,0,73
63,95,6,0,0,0,0,6
63,96,76,0,73,0,0,149
63,104,21,0,0,0,0,21
63,237,109,0,0,0,0,109
63,238,0,0,12,0,0,12
63,239,11,0,0,0,0,11
63,240,11,0,0,0,0,11
63,251,0,0,0,219,0,219
64,1,0,0,95,0,0,95
64,2,274,0,0,0,0,274
64,3,0,0,189,0,0,189
64,4,0,0,193,0,0,193
64,5,120,0,0,0,0,120
64,6,120,0,0,120,0,240
64,7,0,0,120,0,0,120
64,8,0,0,167,0,0,167
64,12,156,0,0,0,0,156
64,17,95,0,0,0,0,95
64,21,128,0,0,0,0,128
64,23,215,0,344,120,0,679
64,24,369,0,1709,0,0,2078
64,26,309,0,0,0,0,309
64,27,119,0,65,0,0,184
64,28,55,0,41,120,0,216
64,29,297,0,0,0,0,297
64,30,274,0,154,64,0,492
64,31,654,0,599,0,0,1253
64,34,240,0,42,0,0,282
64,37,120,0,0,0,0,120
64,40,37,0,18,0,0,55
64,43,0,0,106,0,0,106
64,45,216,0,0,120,0,336
64,47,107,0,0,0,0,107
64,49,322,0,0,0,0,322
64,50,0,0,38,0,0,38
64,52,0,0,131,0,0,131
64,53,305,0,63,0,0,368
64,54,420,0,751,428,0,1599
64,55,0,0,438,248,0,686
64,56,375,0,131,0,0,506
64,58,240,0,0,0,0,240
64,59,563,0,0,0,570,1133
64,60,1330,547,103,0,0,1980
64,61,1250,0,207,120,0,1577
64,62,177,0,0,0,0,177
64,63,669,164,6,229,0,1068
64,64,2723,19778,0,547,605,23653
64,65,2239,1493,0,950,168,4850
64,66,2496,1681,189,216,0,4582
64,67,874,284,0,48,0,1206
64,68,877,0,0,0,572,1449
64,69,194,0,0,120,321,635
64,70,154,154,0,0,102,410
64,74,120,0,0,0,0,120
64,75,35,0,0,0,0,35
64,76,0,0,0,6,0,6
64,77,149,0,0,0,0,149
64,78,88,0,0,7,0,95
64,79,453,0,0,189,0,642
64,80,0,0,48,0,0,48
64,81,0,0,261,172,174,607
64,82,151,0,0,256,276,683
64,83,0,0,200,0,0,200
64,86,36,0,0,0,0,36
64,89,0,0,0,145,0,145
64,92,0,0,0,120,0,120
